Correct,Sid,Substep,KC,Prediction
2,153100,ex222_select_principle,1,0.360669092
2,153100,ex222_apply_principle,1,0.382307715
1,153100,ex222_select_principle,2,0.527830848
1,153100,ex222_apply_principle,2,0.778169842
1,153100,ex222_select_principle,2,0.840467731
1,153100,ex222_apply_principle,2,0.850203984
1,153100,ex222_select_principle,2,0.851596697
1,153100,ex222_apply_principle,2,0.851793313
1,153100,exc137_apply_principle,3,0.486425621
2,153100,exc137_select_principle,4,0.482497855
1,153100,exc137_apply_principle,4,0.497887324
1,153100,exc137_apply_principle,2,0.851821019
1,153100,ex132a_select_principle,5,0.515922704
1,153100,ex132a_apply_principle,5,0.753195492
1,153100,ex132a_select_principle,6,0.488647772
1,153100,ex132a_select_principle,2,0.851824922
1,153100,ex132a_apply_principle,2,0.851825471
1,153100,ex132_select_principle,2,0.851825549
1,153100,ex132_apply_principle,2,0.85182556
1,153100,ex132_select_principle,6,0.708584079
1,153100,ex132_select_principle,3,0.706250042
1,153100,ex132_select_principle,2,0.851825561
1,153100,ex132_apply_principle,2,0.851825561
2,153100,ex132_select_principle,6,0.768615547
1,153100,ex132_apply_principle,6,0.755157039
1,153100,ex132_apply_principle,3,0.768101062
1,153100,ex132_select_principle,2,0.851825562
1,153100,ex132_apply_principle,2,0.851825562
1,153100,ex152a_select_principle,5,0.814000538
1,153100,ex152a_apply_principle,5,0.823876769
1,153100,ex152a_select_principle,3,0.779121931
1,153100,ex152a_select_principle,3,0.780902005
1,153100,ex152a_apply_principle,3,0.781184806
1,153100,ex152a_apply_principle,2,0.851825562
1,153100,ex152a_select_principle,1,0.390816129
1,153100,ex152a_select_principle,2,0.851825562
1,153100,ex152a_apply_principle,2,0.851825562
1,153100,ex152a_apply_principle,2,0.851825562
1,153100,ex152b_select_principle,5,0.825343291
1,153100,ex152b_apply_principle,6,0.776841278
1,153100,ex152b_select_principle,2,0.851825562
1,153100,ex152b_apply_principle,2,0.851825562
1,153100,ex152b_select_principle,2,0.851825562
1,153100,ex152b_select_principle,6,0.780334643
1,153100,ex152b_apply_principle,4,0.703742292
1,153100,ex152b_apply_principle,2,0.851825562
1,153100,ex152b_apply_principle,2,0.851825562
1,153100,ex152_select_principle,5,0.825558062
1,153100,ex152_apply_principle,5,0.825589451
1,153100,ex152_select_principle,4,0.758619168
1,153100,ex152_apply_principle,4,0.768220349
1,153100,ex152_apply_principle,2,0.851825562
1,153100,ex152_apply_principle,4,0.769759169
1,153100,ex152_select_principle,2,0.851825562
1,153100,ex152_select_principle,2,0.851825562
1,153100,ex152_select_principle,2,0.851825562
1,153100,ex152_apply_principle,2,0.851825562
1,153100,ex152_select_principle,1,0.675544353
1,153100,ex152_apply_principle,1,0.735149807
1,153100,ex144_select_principle,7,0.495438215
1,153100,ex144_apply_principle,7,0.714594537
2,153100,ex144_select_principle,2,0.851825562
1,153100,ex144_apply_principle,2,0.851825562
1,153100,ex212_apply_principle,7,0.775417156
1,153100,ex212_select_principle,8,0.476753148
1,153100,ex212_apply_principle,8,0.678706424
1,153100,ex212_select_principle,2,0.851825562
1,153100,ex242_select_principle,9,0.473440155
1,153100,ex242_apply_principle,9,0.685376651
1,153100,ex242_select_principle,2,0.851825562
1,153100,ex242_select_principle,8,0.736126776
1,153100,ex242_apply_principle,8,0.746700348
1,153100,ex252a_apply_principle,9,0.743960628
1,153100,ex252a_apply_principle,2,0.851825562
1,153100,ex252_select_principle,9,0.754266081
1,153100,ex252_select_principle,2,0.851825562
2,153100,ex252_select_principle,2,0.851825562
1,153100,ex252_apply_principle,2,0.851825562
1,153100,ex252_select_principle,10,0.480006845
1,153100,ex252_apply_principle,10,0.693925321
1,153100,ex252_select_principle,10,0.754371861
1,153100,ex252_select_principle,10,0.765240035
1,153100,ex252_select_principle,10,0.767012006
2,153101,ex222_select_principle,1,0.360669092
1,153101,ex222_apply_principle,1,0.382307715
1,153101,ex222_select_principle,2,0.527830848
1,153101,ex222_apply_principle,2,0.778169842
1,153101,ex222_select_principle,2,0.840467731
1,153101,ex222_apply_principle,2,0.850203984
1,153101,ex222_select_principle,2,0.851596697
1,153101,ex222_apply_principle,2,0.851793313
2,153101,exc137_select_principle,3,0.486425621
1,153101,exc137_apply_principle,3,0.498849231
2,153101,exc137_select_principle,4,0.482497855
1,153101,exc137_apply_principle,4,0.497887324
1,153101,exc137_select_principle,2,0.851821019
1,153101,exc137_apply_principle,2,0.851824922
1,153101,ex132a_select_principle,5,0.515922704
2,153101,ex132a_apply_principle,5,0.753195492
2,153101,ex132a_select_principle,6,0.488647772
1,153101,ex132a_apply_principle,6,0.504708585
1,153101,ex132a_select_principle,6,0.714738685
1,153101,ex132a_apply_principle,6,0.769764047
1,153101,ex132a_select_principle,2,0.851825471
1,153101,ex132a_apply_principle,2,0.851825549
1,153101,ex132a_select_principle,2,0.85182556
1,153101,ex132a_apply_principle,2,0.851825561
1,153101,ex132a_select_principle,2,0.851825561
1,153101,ex132a_apply_principle,2,0.851825562
1,153101,ex132_select_principle,5,0.685627592
1,153101,ex132_apply_principle,5,0.800971017
2,153101,ex132_select_principle,3,0.711198933
1,153101,ex132_apply_principle,3,0.66193627
1,153101,ex132_select_principle,3,0.758938648
1,153101,ex132_apply_principle,3,0.777602676
1,153101,ex132_select_principle,6,0.779216126
1,153101,ex132_apply_principle,6,0.780705422
1,153101,ex132_select_principle,6,0.780936791
1,153101,ex132_apply_principle,6,0.780972656
1,153101,ex132_select_principle,2,0.851825562
1,153101,ex132_apply_principle,2,0.851825562
1,153101,ex132_select_principle,2,0.851825562
1,153101,ex132_apply_principle,2,0.851825562
1,153101,ex132_select_principle,2,0.851825562
1,153101,ex132_apply_principle,2,0.851825562
1,153101,ex152a_select_principle,5,0.821886687
1,153101,ex152a_apply_principle,5,0.825050619
1,153101,ex152a_select_principle,3,0.780659615
1,153101,ex152a_apply_principle,3,0.781146373
1,153101,ex152a_select_principle,3,0.781223529
1,153101,ex152a_apply_principle,3,0.78123575
2,153101,ex152a_select_principle,1,0.672397004
1,153101,ex152a_apply_principle,1,0.613417843
1,153101,ex152a_select_principle,2,0.851825562
1,153101,ex152a_apply_principle,2,0.851825562
1,153101,ex152a_select_principle,2,0.851825562
1,153101,ex152a_apply_principle,2,0.851825562
1,153101,ex152a_select_principle,2,0.851825562
2,153101,ex152a_apply_principle,2,0.851825562
1,153101,ex152b_select_principle,5,0.825515261
1,153101,ex152b_apply_principle,5,0.825583197
1,153101,ex152b_select_principle,6,0.780978214
1,153101,ex152b_apply_principle,6,0.780979075
1,153101,ex152b_select_principle,6,0.780979208
1,153101,ex152b_apply_principle,6,0.780979229
2,153101,ex152b_select_principle,4,0.703742292
1,153101,ex152b_apply_principle,4,0.660424316
1,153101,ex152b_select_principle,2,0.851825562
1,153101,ex152b_apply_principle,2,0.851825562
1,153101,ex152b_select_principle,4,0.749913458
1,153101,ex152b_apply_principle,4,0.766790988
1,153101,ex152b_select_principle,2,0.851825562
1,153101,ex152b_apply_principle,2,0.851825562
1,153101,ex152b_select_principle,2,0.851825562
1,153101,ex152b_apply_principle,2,0.851825562
1,153101,ex152b_select_principle,2,0.851825562
1,153101,ex152b_apply_principle,2,0.851825562
1,153101,ex152b_select_principle,2,0.851825562
1,153101,ex152b_apply_principle,2,0.851825562
1,153101,ex152_select_principle,5,0.825593123
2,153101,ex152_apply_principle,5,0.825594573
1,153101,ex152_select_principle,4,0.769532521
1,153101,ex152_apply_principle,4,0.769966493
1,153101,ex152_select_principle,2,0.851825562
1,153101,ex152_apply_principle,2,0.851825562
1,153101,ex152_select_principle,4,0.770034906
1,153101,ex152_apply_principle,4,0.770045684
1,153101,ex152_select_principle,2,0.851825562
1,153101,ex152_apply_principle,2,0.851825562
1,153101,ex152_select_principle,4,0.770047381
1,153101,ex152_apply_principle,4,0.770047649
1,153101,ex152_select_principle,2,0.851825562
1,153101,ex152_apply_principle,2,0.851825562
1,153101,ex152_select_principle,1,0.726863739
1,153101,ex152_apply_principle,1,0.740926196
1,153101,ex152_select_principle,2,0.851825562
1,153101,ex152_apply_principle,2,0.851825562
1,153101,ex152_select_principle,2,0.851825562
1,153101,ex152_apply_principle,2,0.851825562
1,153101,ex152_select_principle,2,0.851825562
1,153101,ex152_apply_principle,2,0.851825562
2,153101,ex144_select_principle,7,0.495438215
1,153101,ex144_apply_principle,7,0.513530072
1,153101,ex144_select_principle,2,0.851825562
1,153101,ex144_apply_principle,2,0.851825562
1,153101,ex212_select_principle,7,0.721581494
1,153101,ex212_apply_principle,7,0.77674854
1,153101,ex212_select_principle,8,0.476753148
2,153101,ex212_apply_principle,8,0.678706424
1,153101,ex212_select_principle,8,0.644029608
1,153101,ex212_apply_principle,8,0.728828137
1,153101,ex212_select_principle,2,0.851825562
1,153101,ex212_apply_principle,2,0.851825562
1,153101,ex242_select_principle,9,0.473440155
1,153101,ex242_apply_principle,9,0.685376651
1,153101,ex242_select_principle,8,0.74544878
1,153101,ex242_apply_principle,8,0.748263242
1,153101,ex242_select_principle,8,0.748727451
2,153101,ex242_apply_principle,8,0.748803681
1,153101,ex242_select_principle,7,0.786419603
1,153101,ex242_apply_principle,7,0.787975209
1,153101,ex242_select_principle,2,0.851825562
1,153101,ex242_apply_principle,2,0.851825562
1,153101,ex252a_select_principle,9,0.743960628
1,153101,ex252a_apply_principle,9,0.754266081
1,153101,ex252a_select_principle,2,0.851825562
1,153101,ex252a_apply_principle,2,0.851825562
1,153101,ex252_select_principle,9,0.755913333
2,153101,ex252_apply_principle,9,0.756172471
1,153101,ex252_select_principle,10,0.480006845
1,153101,ex252_apply_principle,10,0.693925321
2,153101,ex252_select_principle,2,0.851825562
2,153101,ex252_apply_principle,2,0.851825562
2,153101,ex252_select_principle,10,0.754371861
1,153101,ex252_apply_principle,10,0.741368265
1,153101,ex252_select_principle,10,0.763051632
1,153101,ex252_apply_principle,10,0.766659263
1,153101,ex252_select_principle,2,0.851825562
1,153101,ex252_apply_principle,2,0.851825562
1,153101,ex252_select_principle,10,0.767239692
1,153101,ex252_apply_principle,10,0.767332567
1,153101,ex252_select_principle,10,0.767347415
1,153101,ex252_apply_principle,10,0.767349788
1,153101,ex252_select_principle,10,0.767350167
1,153101,ex252_apply_principle,10,0.767350228
1,153102,ex222_select_principle,1,0.360669092
2,153102,ex222_apply_principle,1,0.663723602
1,153102,ex222_select_principle,2,0.527830848
1,153102,ex222_apply_principle,2,0.778169842
1,153102,ex222_select_principle,2,0.840467731
1,153102,ex222_apply_principle,2,0.850203984
1,153102,ex222_select_principle,2,0.851596697
1,153102,ex222_apply_principle,2,0.851793313
1,153102,exc137_select_principle,3,0.486425621
1,153102,exc137_apply_principle,3,0.706250042
1,153102,exc137_select_principle,4,0.482497855
2,153102,exc137_apply_principle,4,0.69775859
1,153102,exc137_select_principle,2,0.851821019
1,153102,exc137_apply_principle,2,0.851824922
1,153102,ex132a_select_principle,5,0.515922704
2,153102,ex132a_apply_principle,5,0.753195492
1,153102,ex132a_select_principle,6,0.488647772
1,153102,ex132a_apply_principle,6,0.708584079
1,153102,ex132a_select_principle,2,0.851825471
1,153102,ex132a_apply_principle,2,0.851825549
1,153102,ex132a_select_principle,2,0.85182556
1,153102,ex132a_apply_principle,2,0.851825561
1,153102,ex132a_select_principle,2,0.851825561
1,153102,ex132a_apply_principle,2,0.851825562
1,153102,ex132_select_principle,5,0.685627592
1,153102,ex132_select_principle,2,0.851825562
1,153102,ex132_apply_principle,2,0.851825562
1,153102,ex132_select_principle,3,0.768101062
1,153102,ex132_apply_principle,3,0.779121931
2,153102,ex132_select_principle,6,0.768615547
1,153102,ex132_apply_principle,6,0.755157039
1,153102,ex132_select_principle,3,0.780902005
1,153102,ex132_apply_principle,3,0.781184806
1,153102,ex132_select_principle,2,0.851825562
1,153102,ex132_apply_principle,2,0.851825562
1,153102,ex132_select_principle,2,0.851825562
1,153102,ex132_apply_principle,2,0.851825562
1,153102,ex152a_select_principle,5,0.800971017
1,153102,ex152a_select_principle,3,0.781229616
1,153102,ex152a_apply_principle,3,0.781236714
1,153102,ex152a_select_principle,3,0.781237838
1,153102,ex152a_apply_principle,3,0.781238016
1,153102,ex152a_select_principle,2,0.851825562
1,153102,ex152a_apply_principle,2,0.851825562
1,153102,ex152a_select_principle,2,0.851825562
1,153102,ex152a_apply_principle,2,0.851825562
1,153102,ex152a_select_principle,2,0.851825562
1,153102,ex152a_apply_principle,2,0.851825562
1,153102,ex152a_select_principle,1,0.601192472
1,153102,ex152a_apply_principle,1,0.725031534
1,153102,ex152b_select_principle,5,0.821886687
1,153102,ex152b_apply_principle,5,0.825050619
2,153102,ex152b_select_principle,6,0.776841278
1,153102,ex152b_apply_principle,6,0.772018342
1,153102,ex152b_select_principle,4,0.652897558
1,153102,ex152b_apply_principle,4,0.748282988
1,153102,ex152b_select_principle,2,0.851825562
1,153102,ex152b_apply_principle,2,0.851825562
1,153102,ex152b_select_principle,2,0.851825562
1,153102,ex152b_apply_principle,2,0.851825562
1,153102,ex152b_select_principle,2,0.851825562
1,153102,ex152b_apply_principle,2,0.851825562
1,153102,ex152b_select_principle,2,0.851825562
1,153102,ex152b_apply_principle,2,0.851825562
1,153102,ex152b_select_principle,6,0.77957463
1,153102,ex152b_apply_principle,6,0.780761198
1,153102,ex152b_select_principle,4,0.766519589
1,153102,ex152b_select_principle,2,0.851825562
1,153102,ex152b_apply_principle,2,0.851825562
1,153102,ex152_select_principle,5,0.825515261
1,153102,ex152_select_principle,4,0.769489391
1,153102,ex152_apply_principle,4,0.76995969
1,153102,ex152_select_principle,2,0.851825562
1,153102,ex152_apply_principle,2,0.851825562
1,153102,ex152_select_principle,4,0.770033834
1,153102,ex152_select_principle,2,0.851825562
1,153102,ex152_apply_principle,2,0.851825562
1,153102,ex152_select_principle,1,0.740734043
1,153102,ex152_apply_principle,1,0.742350007
1,153102,ex152_select_principle,4,0.770045515
1,153102,ex152_apply_principle,4,0.770047355
1,153102,ex152_select_principle,2,0.851825562
1,153102,ex152_apply_principle,2,0.851825562
1,153102,ex152_select_principle,2,0.851825562
1,153102,ex152_apply_principle,2,0.851825562
1,153102,ex152_select_principle,2,0.851825562
1,153102,ex152_apply_principle,2,0.851825562
1,153102,ex152_select_principle,2,0.851825562
1,153102,ex152_apply_principle,2,0.851825562
1,153102,ex144_select_principle,7,0.495438215
1,153102,ex144_apply_principle,7,0.714594537
2,153102,ex144_select_principle,2,0.851825562
1,153102,ex144_apply_principle,2,0.851825562
1,153102,ex212_select_principle,7,0.775417156
1,153102,ex212_apply_principle,7,0.786202409
2,153102,ex212_select_principle,8,0.476753148
1,153102,ex212_apply_principle,8,0.499134475
1,153102,ex212_select_principle,2,0.851825562
1,153102,ex212_apply_principle,2,0.851825562
1,153102,ex212_select_principle,8,0.687359393
1,153102,ex212_apply_principle,8,0.737833211
1,153102,ex242_select_principle,9,0.473440155
1,153102,ex242_apply_principle,9,0.685376651
1,153102,ex242_select_principle,2,0.851825562
1,153102,ex242_apply_principle,2,0.851825562
1,153102,ex242_select_principle,8,0.746989396
1,153102,ex242_apply_principle,8,0.74851778
1,153102,ex242_select_principle,8,0.748769261
1,153102,ex242_apply_principle,8,0.748810542
1,153102,ex242_apply_principle,7,0.787940693
2,153102,ex252a_select_principle,9,0.743960628
1,153102,ex252a_apply_principle,9,0.732156334
1,153102,ex252a_select_principle,2,0.851825562
1,153102,ex252a_apply_principle,2,0.851825562
1,153102,ex252_select_principle,9,0.752322271
1,153102,ex252_apply_principle,9,0.755606082
1,153102,ex252_select_principle,2,0.851825562
1,153102,ex252_apply_principle,2,0.851825562
1,153102,ex252_select_principle,10,0.480006845
1,153102,ex252_apply_principle,10,0.693925321
2,153102,ex252_select_principle,2,0.851825562
1,153102,ex252_apply_principle,2,0.851825562
2,153102,ex252_select_principle,10,0.754371861
1,153102,ex252_apply_principle,10,0.741368265
1,153102,ex252_select_principle,10,0.763051632
1,153102,ex252_apply_principle,10,0.766659263
1,153102,ex252_select_principle,10,0.767239692
1,153102,ex252_apply_principle,10,0.767332567
1,153102,ex252_select_principle,10,0.767347415
1,153102,ex252_apply_principle,10,0.767349788
1,153102,ex252_select_principle,10,0.767350167
1,153102,ex252_apply_principle,10,0.767350228
2,153103,ex222_select_principle,1,0.360669092
2,153103,ex222_apply_principle,1,0.382307715
2,153103,ex222_select_principle,2,0.527830848
2,153103,ex222_apply_principle,2,0.523047505
1,153103,ex222_select_principle,2,0.521539528
1,153103,ex222_apply_principle,2,0.775833838
1,153103,ex222_select_principle,2,0.840072232
1,153103,ex222_apply_principle,2,0.850146728
2,153103,exc137_select_principle,3,0.486425621
2,153103,exc137_apply_principle,3,0.498849231
2,153103,exc137_select_principle,4,0.482497855
2,153103,exc137_apply_principle,4,0.497887324
2,153103,exc137_select_principle,2,0.8515886
2,153103,exc137_apply_principle,2,0.851060542
1,153103,ex132a_select_principle,5,0.515922704
2,153103,ex132a_apply_principle,5,0.753195492
1,153103,ex132a_select_principle,2,0.849364486
1,153103,ex132a_apply_principle,2,0.85147787
2,153103,ex132a_select_principle,6,0.488647772
2,153103,ex132a_apply_principle,6,0.504708585
1,153103,ex132a_select_principle,2,0.851776563
1,153103,ex132a_apply_principle,2,0.851818659
1,153103,ex132a_select_principle,2,0.851824589
1,153103,ex132a_apply_principle,2,0.851825425
1,153103,ex132a_select_principle,6,0.511420573
2,153103,ex132a_apply_principle,6,0.717196231
1,153103,ex132_select_principle,5,0.685627592
1,153103,ex132_apply_principle,5,0.800971017
1,153103,ex132_select_principle,2,0.851825542
1,153103,ex132_apply_principle,2,0.851825559
1,153103,ex132_select_principle,2,0.851825561
1,153103,ex132_apply_principle,2,0.851825561
1,153103,ex132_select_principle,2,0.851825562
1,153103,ex132_apply_principle,2,0.851825562
2,153103,ex132_select_principle,3,0.504043841
1,153103,ex132_apply_principle,3,0.506292989
2,153103,ex132_select_principle,6,0.671986108
1,153103,ex132_apply_principle,6,0.620401173
1,153103,ex132_select_principle,3,0.714047766
1,153103,ex132_apply_principle,3,0.769595672
1,153103,ex132_select_principle,6,0.749657668
1,153103,ex132_apply_principle,6,0.775923195
1,153103,ex152a_select_principle,5,0.821886687
1,153103,ex152a_apply_principle,5,0.825050619
1,153103,ex152a_select_principle,2,0.851825562
1,153103,ex152a_apply_principle,2,0.851825562
1,153103,ex152a_select_principle,2,0.851825562
1,153103,ex152a_apply_principle,2,0.851825562
1,153103,ex152a_select_principle,2,0.851825562
1,153103,ex152a_apply_principle,2,0.851825562
1,153103,ex152a_select_principle,1,0.390816129
1,153103,ex152a_apply_principle,1,0.675544353
2,153103,ex152a_select_principle,3,0.779366326
1,153103,ex152a_apply_principle,3,0.777064796
1,153103,ex152a_select_principle,3,0.780573572
1,153103,ex152a_apply_principle,3,0.781132725
1,153103,ex152b_select_principle,5,0.825515261
1,153103,ex152b_apply_principle,5,0.825583197
1,153103,ex152b_select_principle,2,0.851825562
1,153103,ex152b_apply_principle,2,0.851825562
1,153103,ex152b_select_principle,2,0.851825562
1,153103,ex152b_apply_principle,2,0.851825562
1,153103,ex152b_select_principle,2,0.851825562
1,153103,ex152b_apply_principle,2,0.851825562
2,153103,ex152b_select_principle,4,0.504558033
2,153103,ex152b_apply_principle,4,0.50757826
2,153103,ex152b_select_principle,2,0.851825562
1,153103,ex152b_apply_principle,2,0.851825562
1,153103,ex152b_select_principle,6,0.780190697
1,153103,ex152b_apply_principle,6,0.780856926
1,153103,ex152b_select_principle,6,0.780960279
1,153103,ex152b_apply_principle,6,0.780976296
2,153103,ex152b_select_principle,4,0.508972609
1,153103,ex152b_apply_principle,4,0.509622125
1,153103,ex152b_select_principle,2,0.851825562
1,153103,ex152b_apply_principle,2,0.851825562
1,153103,ex152_select_principle,5,0.825593123
1,153103,ex152_apply_principle,5,0.825594573
1,153103,ex152_select_principle,2,0.851825562
1,153103,ex152_apply_principle,2,0.851825562
1,153103,ex152_select_principle,2,0.851825562
1,153103,ex152_apply_principle,2,0.851825562
1,153103,ex152_select_principle,2,0.851825562
1,153103,ex152_apply_principle,2,0.851825562
2,153103,ex152_select_principle,1,0.735149807
1,153103,ex152_apply_principle,1,0.72572355
1,153103,ex152_select_principle,4,0.708062146
1,153103,ex152_apply_principle,4,0.759428929
1,153103,ex152_select_principle,4,0.768351635
1,153103,ex152_apply_principle,4,0.769779944
1,153103,ex152_select_principle,2,0.851825562
1,153103,ex152_apply_principle,2,0.851825562
1,153103,ex152_select_principle,2,0.851825562
1,153103,ex152_apply_principle,2,0.851825562
1,153103,ex152_select_principle,4,0.770005507
1,153103,ex152_apply_principle,4,0.770041052
1,153103,ex152_select_principle,2,0.851825562
1,153103,ex152_apply_principle,2,0.851825562
2,153103,ex144_select_principle,7,0.495438215
1,153103,ex144_apply_principle,7,0.513530072
2,153103,ex144_select_principle,2,0.851825562
2,153103,ex144_apply_principle,2,0.851825562
1,153103,ex212_select_principle,7,0.721581494
1,153103,ex212_apply_principle,7,0.77674854
1,153103,ex212_select_principle,8,0.476753148
2,153103,ex212_apply_principle,8,0.678706424
1,153103,ex212_select_principle,8,0.644029608
1,153103,ex212_apply_principle,8,0.728828137
2,153103,ex212_select_principle,2,0.851825562
2,153103,ex212_apply_principle,2,0.851825562
1,153103,ex242_select_principle,9,0.473440155
1,153103,ex242_apply_principle,9,0.685376651
2,153103,ex242_select_principle,8,0.74544878
1,153103,ex242_apply_principle,8,0.742461509
1,153103,ex242_select_principle,8,0.74776668
1,153103,ex242_apply_principle,8,0.748645803
2,153103,ex242_select_principle,7,0.786419603
2,153103,ex242_apply_principle,7,0.784170872
2,153103,ex242_select_principle,2,0.851825562
1,153103,ex242_apply_principle,2,0.851825562
2,153103,ex252a_select_principle,9,0.743960628
2,153103,ex252a_apply_principle,9,0.732156334
1,153103,ex252a_select_principle,2,0.851825562
1,153103,ex252a_apply_principle,2,0.851825562
1,153103,ex252_select_principle,9,0.711068261
1,153103,ex252_apply_principle,9,0.748689071
1,153103,ex252_select_principle,10,0.480006845
2,153103,ex252_apply_principle,10,0.693925321
1,153103,ex252_select_principle,10,0.649387212
1,153103,ex252_apply_principle,10,0.745069384
1,153103,ex252_select_principle,2,0.851825562
1,153103,ex252_apply_principle,2,0.851825562
2,153103,ex252_select_principle,10,0.763682278
1,153103,ex252_apply_principle,10,0.759717888
1,153103,ex252_select_principle,10,0.766117998
2,153103,ex252_apply_principle,10,0.767152957
1,153103,ex252_select_principle,10,0.766933611
1,153103,ex252_apply_principle,10,0.767283608
2,153103,ex252_select_principle,10,0.767339588
1,153103,ex252_apply_principle,10,0.767327727
2,153103,ex252_select_principle,2,0.851825562
2,153103,ex252_apply_principle,2,0.851825562
1,153104,ex222_select_principle,1,0.360669092
2,153104,ex222_apply_principle,1,0.663723602
1,153104,ex222_select_principle,2,0.527830848
1,153104,ex222_apply_principle,2,0.778169842
1,153104,ex222_select_principle,2,0.840467731
1,153104,ex222_apply_principle,2,0.850203984
1,153104,ex222_select_principle,2,0.851596697
1,153104,ex222_apply_principle,2,0.851793313
1,153104,exc137_select_principle,3,0.486425621
1,153104,exc137_apply_principle,3,0.706250042
1,153104,exc137_select_principle,4,0.482497855
1,153104,exc137_apply_principle,4,0.69775859
2,153104,exc137_select_principle,2,0.851821019
1,153104,exc137_apply_principle,2,0.851810872
1,153104,ex132_select_principle,5,0.515922704
1,153104,ex132_apply_principle,5,0.753195492
1,153104,ex132_select_principle,2,0.851823492
1,153104,ex132_apply_principle,2,0.85182527
1,153104,ex132_select_principle,2,0.85182552
1,153104,ex132_apply_principle,2,0.851825556
1,153104,ex132_select_principle,2,0.851825561
1,153104,ex132_apply_principle,2,0.851825561
1,153104,ex132_select_principle,3,0.768101062
1,153104,ex132_apply_principle,3,0.779121931
1,153104,ex132_select_principle,6,0.488647772
1,153104,ex132_apply_principle,6,0.708584079
1,153104,ex132_select_principle,3,0.780902005
1,153104,ex132_apply_principle,3,0.781184806
1,153104,ex132_select_principle,6,0.768615547
1,153104,ex132_apply_principle,6,0.779032669
1,153104,ex152b_select_principle,5,0.814000538
1,153104,ex152b_apply_principle,5,0.823876769
1,153104,ex152b_select_principle,6,0.78067686
1,153104,ex152b_apply_principle,6,0.780932362
1,153104,ex152b_select_principle,6,0.78097197
1,153104,ex152b_apply_principle,6,0.780978107
2,153104,ex152b_select_principle,4,0.757480954
1,153104,ex152b_apply_principle,4,0.744667159
1,153104,ex152b_select_principle,2,0.851825561
1,153104,ex152b_apply_principle,2,0.851825562
1,153104,ex152b_select_principle,4,0.765913477
1,153104,ex152b_apply_principle,4,0.769392958
1,153104,ex152b_select_principle,2,0.851825562
1,153104,ex152b_apply_principle,2,0.851825562
1,153104,ex152b_select_principle,2,0.851825562
1,153104,ex152b_apply_principle,2,0.851825562
1,153104,ex152b_select_principle,2,0.851825562
1,153104,ex152b_apply_principle,2,0.851825562
1,153104,ex152b_select_principle,2,0.851825562
1,153104,ex152b_apply_principle,2,0.851825562
1,153104,ex152_select_principle,5,0.825343291
1,153104,ex152_apply_principle,5,0.825558062
1,153104,ex152_select_principle,4,0.769944476
1,153104,ex152_apply_principle,4,0.770031437
1,153104,ex152_select_principle,2,0.851825562
1,153104,ex152_apply_principle,2,0.851825562
1,153104,ex152_select_principle,4,0.770045137
1,153104,ex152_apply_principle,4,0.770047295
1,153104,ex152_select_principle,2,0.851825562
1,153104,ex152_apply_principle,2,0.851825562
1,153104,ex152_select_principle,4,0.770047635
1,153104,ex152_apply_principle,4,0.770047689
1,153104,ex152_select_principle,2,0.851825562
1,153104,ex152_apply_principle,2,0.851825562
1,153104,ex152_select_principle,1,0.601192472
1,153104,ex152_apply_principle,1,0.725031534
1,153104,ex152_select_principle,2,0.851825562
1,153104,ex152_apply_principle,2,0.851825562
1,153104,ex152_select_principle,2,0.851825562
1,153104,ex152_apply_principle,2,0.851825562
1,153104,ex152_select_principle,2,0.851825562
1,153104,ex152_apply_principle,2,0.851825562
2,153104,ex144_select_principle,7,0.495438215
2,153104,ex144_apply_principle,7,0.513530072
1,153104,ex144_select_principle,2,0.851825562
1,153104,ex144_apply_principle,2,0.851825562
1,153104,ex242_select_principle,9,0.473440155
1,153104,ex242_apply_principle,9,0.685376651
2,153104,ex242_select_principle,8,0.476753148
2,153104,ex242_apply_principle,8,0.499134475
2,153104,ex242_select_principle,8,0.509435243
2,153104,ex242_apply_principle,8,0.514491903
1,153104,ex242_select_principle,2,0.851825562
1,153104,ex242_apply_principle,2,0.851825562
1,153104,ex242_select_principle,7,0.520917897
2,153104,ex242_apply_principle,7,0.724295069
2,153105,ex222_select_principle,1,0.360669092
2,153105,ex222_apply_principle,1,0.382307715
1,153105,ex222_select_principle,2,0.527830848
1,153105,ex222_apply_principle,2,0.778169842
1,153105,ex222_select_principle,2,0.840467731
1,153105,ex222_apply_principle,2,0.850203984
1,153105,ex222_select_principle,2,0.851596697
1,153105,ex222_apply_principle,2,0.851793313
2,153105,exc137_select_principle,3,0.486425621
1,153105,exc137_apply_principle,3,0.498849231
1,153105,exc137_select_principle,4,0.482497855
2,153105,exc137_apply_principle,4,0.69775859
1,153105,exc137_select_principle,2,0.851821019
1,153105,exc137_apply_principle,2,0.851824922
2,153105,ex132a_select_principle,5,0.515922704
2,153105,ex132a_apply_principle,5,0.520361249
1,153105,ex132a_select_principle,2,0.851825471
1,153105,ex132a_apply_principle,2,0.851825549
1,153105,ex132a_select_principle,2,0.85182556
1,153105,ex132a_apply_principle,2,0.851825561
1,153105,ex132a_select_principle,2,0.851825561
1,153105,ex132a_apply_principle,2,0.851825562
2,153105,ex132a_select_principle,6,0.488647772
1,153105,ex132a_apply_principle,6,0.504708585
1,153105,ex132a_select_principle,6,0.714738685
1,153105,ex132a_apply_principle,6,0.769764047
1,153105,ex132_select_principle,5,0.52195205
