0.4868808685	0.5131191315
0.7033826346	0.2966173654
0.4872914101	0.5127085899
0.7035850343	0.2964149657
0.7631539732	0.2368460268
0.5314802816	0.4685197184
0.7856645661	0.2143354339
0.5027687564	0.4972312436
0.7334184008	0.2665815992
0.8486023791	0.1513976209
0.8583625519	0.1416374481
0.8597479347	0.1402520653
0.8599420301	0.1400579699
0.8599691733	0.1400308267
0.8599729682	0.1400270318
0.8599734987	0.1400265013
0.8599735729	0.1400264271
0.8599735833	0.1400264167
0.4844084635	0.5155915365
0.6998172607	0.3001827393
0.7592084042	0.2407915958
0.7696563439	0.2303436561
0.7713275400	0.2286724600
0.7715906554	0.2284093446
0.7736294210	0.2263705790
0.7753047841	0.2246952159
0.7755685295	0.2244314705
0.8599735847	0.1400264153
0.8599735849	0.1400264151
0.7756099461	0.2243900539
0.7756009903	0.2243990097
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.7938854870	0.2061145130
0.8039246085	0.1960753915
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.4636756557	0.5363243443
0.6868014615	0.3131985385
0.6408151015	0.3591848985
0.7756150415	0.2243849585
0.7756172471	0.2243827529
0.7756175932	0.2243824068
0.7756176476	0.2243823524
0.7756176561	0.2243823439
0.7756176574	0.2243823426
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.7756176576	0.2243823424
0.7756176577	0.2243823423
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.4916894334	0.5083105666
0.5114919778	0.4885080222
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.7171908448	0.2828091552
0.7723132670	0.2276867330
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.4799237209	0.5200762791
0.6821138112	0.3178861888
0.7388841663	0.2611158337
0.7492374762	0.2507625238
0.7509564694	0.2490435306
0.4509261932	0.5490738068
0.6789894856	0.3210105144
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.7512372911	0.2487627089
0.7511856587	0.2488143413
0.7512746353	0.2487253647
0.7512891271	0.2487108729
0.7820962211	0.2179037789
0.7836883796	0.2163116204
0.7402944045	0.2597055955
0.7503321517	0.2496678483
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.5314802816	0.4685197184
0.5241418817	0.4758581183
0.7829409078	0.2170590922
0.6899848844	0.3100151156
0.8303537496	0.1696462504
0.8556849246	0.1443150754
0.8593710116	0.1406289884
0.4872914101	0.5127085899
0.8598892842	0.1401107158
0.4844084635	0.5155915365
0.8599617983	0.1400382017
0.8599332699	0.1400667301
0.8599679485	0.1400320515
0.5027687564	0.4972312436
0.7334184008	0.2665815992
0.8599727970	0.1400272030
0.8599734748	0.1400265252
0.8599732081	0.1400267919
0.8599735323	0.1400264677
0.8599735776	0.1400264224
0.8599735839	0.1400264161
0.8599735848	0.1400264152
0.8599735849	0.1400264151
0.8599735850	0.1400264150
0.4868808685	0.5131191315
0.7033826346	0.2966173654
0.7639812225	0.2360187775
0.4990636053	0.5009363947
0.7054832667	0.2945167333
0.6617330657	0.3382669343
0.7502979003	0.2497020997
0.7725024904	0.2274975096
0.7761746754	0.2238253246
0.6126656636	0.3873343364
0.5708219663	0.4291780337
0.6753330388	0.3246669612
0.5426971883	0.4573028117
0.5266857525	0.4733142475
0.5028829870	0.4971170130
0.7095928395	0.2904071605
0.8599735850	0.1400264150
0.7153053721	0.2846946279
0.7621002621	0.2378997379
0.7642902170	0.2357097830
0.7738133637	0.2261866363
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.7825488762	0.2174511238
0.7717489392	0.2282510608
0.7750073836	0.2249926164
0.8599735850	0.1400264150
0.7743021803	0.2256978197
0.7754108309	0.2245891691
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.7751710310	0.2248289690
0.7755475152	0.2244524848
0.8599735850	0.1400264150
0.4636756557	0.5363243443
0.8599735850	0.1400264150
0.6868014615	0.3131985385
0.7476796853	0.2523203147
0.7579805304	0.2420194696
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.4916894334	0.5083105666
0.5114919778	0.4885080222
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.5196550252	0.4803449748
0.4799237209	0.5200762791
0.6821138112	0.3178861888
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.6460146600	0.3539853400
0.7313542773	0.2686457227
0.7479566942	0.2520433058
0.7448903102	0.2551096898
0.7502405153	0.2497594847
0.7511204863	0.2488795137
0.7512640184	0.2487359816
0.7512873981	0.2487126019
0.5232159233	0.4767840767
0.5248074602	0.4751925398
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.7512830998	0.2487169002
0.7512905055	0.2487094945
0.7512891440	0.2487108560
0.7512914898	0.2487085102
0.4509261932	0.5490738068
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.4616111491	0.5383888509
0.4663569632	0.5336430368
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.4778822386	0.5221177614
0.6805686436	0.3194313564
0.6440901287	0.3559098713
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.8599735850	0.1400264150
0.6052458239	0.3947541761
0.7211745240	0.2788254760
0.6992834739	0.3007165261
0.6676763753	0.3323236247
0.7354206148	0.2645793852
0.7226618873	0.2773381127
0.7016120092	0.2983879908
0.6708179831	0.3291820169
