de_morgan
	153307	5	12	621000
	153309	1	5	287000
	153270	9	12	581000
	153150	6	9	398000
	153271	2	5	977000
	153151	0	3	173000
	153272	4	10	791000
	153273	10	12	346000
	153175	4	12	376000
	153176	5	12	496000
	153297	2	4	298000
	153330	4	8	558000
	153177	0	6	104000
	153210	10	12	510000
	153298	10	12	590000
	153299	7	12	558000
	153332	8	12	484000
	153179	8	12	450000
	153212	6	8	329000
	153214	8	12	847000
	153337	4	7	4160000
	153217	3	5	187000
	153218	8	12	751000
	153339	2	3	1010000
	153219	10	12	791000
	153181	2	8	1111000
	153182	9	12	356000
	153184	11	12	308000
	153185	6	12	604000
	153164	4	8	1606000
	153285	4	7	249000
	153165	4	11	1767000
	153286	3	9	573000
	153166	2	7	309000
	153288	11	12	450000
	153321	1	6	473000
	153168	12	12	699000
	153289	7	12	913000
	153169	5	10	589000
	153202	4	12	1151000
	153323	5	12	324000
	153203	8	8	196000
	153204	0	6	115000
	153325	2	7	664000
	153205	10	12	494000
	153327	8	12	1957000
	153207	4	7	425000
	153328	5	12	817000
	153208	5	8	657000
	153329	10	12	504000
	153170	9	12	683000
	153171	5	12	817000
	153172	8	12	703000
	153293	5	12	1030000
	153173	6	8	2690000
	153294	4	9	436000
	153197	0	5	405000
	153230	9	12	745000
	153351	0	8	282000
	153231	0	6	97000
	153199	8	12	869000
	153112	10	12	436000
	153113	2	2	104000
	153234	1	6	1024000
	153235	6	8	296000
	153115	3	6	306000
	153357	6	12	767000
	153116	11	12	498000
	153119	6	8	438000
	153360	12	12	602000
	153240	7	9	565000
	153220	1	7	261000
	153100	5	5	334000
	153188	4	5	328000
	153221	9	12	380000
	153342	6	10	718000
	153101	11	12	610000
	153222	8	12	419000
	153102	11	12	520000
	153223	2	5	341000
	153103	8	12	670000
	153345	4	6	183000
	153225	10	12	839000
	153346	4	11	1881000
	153226	2	6	447000
	153347	7	8	415000
	153228	4	8	407000
	153349	6	12	800000
	153108	5	8	289000
	153109	11	12	732000
	153190	10	10	260000
	153191	2	5	702000
	153192	5	12	353000
	153194	9	12	618000
	153131	12	12	513000
	153132	6	12	304000
	153133	6	6	321000
	153255	5	5	742000
	153257	11	12	545000
	153137	1	5	254000
	153258	8	10	1077000
	153138	7	12	723000
	153259	1	3	21000
	153260	6	12	444000
	153140	9	12	390000
	153261	5	12	1190000
	153141	5	7	332000
	153120	3	12	226000
	153241	6	12	989000
	153242	8	12	530000
	153363	1	5	600000
	153243	2	5	260000
	153123	4	10	426000
	153244	8	12	537000
	153124	3	6	340000
	153367	8	12	788000
	153126	11	12	290000
	153247	1	5	312000
	153248	10	12	636000
	153369	3	8	1128000
	153128	6	7	730000
	153249	10	10	1031000
	153370	10	12	486000
	153250	10	12	561000
	153371	6	12	1898000
	153130	7	12	1237000
	153251	10	12	1849000
conditional_probability
	153310	2	5	706000
	153311	5	8	369000
	153312	8	12	1660000
	153313	1	6	272000
	153314	3	4	560000
	153315	7	11	344000
	153317	4	6	135000
	153318	5	8	758000
	153300	10	12	880000
	153301	7	12	408000
	153302	2	6	710000
	153303	4	12	1939000
	153304	8	12	580000
	153305	6	8	675000
	153306	6	8	305000
	153307	4	8	315000
	153308	3	4	121000
	153309	4	6	2764000
	153330	3	8	312000
	153210	6	8	382000
	153211	3	8	562000
	153332	9	12	503000
	153212	4	5	157000
	153214	6	8	595000
	153216	2	4	371000
	153337	1	5	807000
	153217	3	7	257000
	153338	6	12	733000
	153218	6	8	367000
	153339	6	6	290000
	153219	7	8	310000
	153321	1	3	73000
	153201	10	12	541000
	153323	8	12	273000
	153203	7	10	502000
	153325	2	2	80000
	153205	6	8	419000
	153327	2	4	326000
	153207	3	7	264000
	153328	6	8	334000
	153208	1	4	154000
	153329	6	7	856000
	153209	5	8	299000
	153197	3	5	281000
	153199	5	8	535000
	153188	2	2	165000
	153189	7	8	194000
	153190	3	6	154000
	153191	1	4	217000
	153192	1	4	65000
	153193	4	8	499000
	153194	6	8	259000
	153196	6	8	217000
	153153	10	12	399000
	153154	3	7	404000
	153275	5	8	253000
	153277	0	3	64000
	153157	4	8	322000
	153279	4	7	306000
	153159	4	8	694000
	153280	8	12	314000
	153160	10	12	569000
	153281	4	12	2084000
	153282	4	7	1567000
	153162	6	8	544000
	153163	6	8	376000
	153142	1	3	357000
	153263	10	12	499000
	153143	8	12	347000
	153264	6	7	460000
	153144	6	8	304000
	153265	5	8	381000
	153145	7	8	767000
	153266	5	10	525000
	153267	1	4	268000
	153147	4	12	420000
	153268	5	8	525000
	153148	4	4	47000
	153269	1	6	227000
	153149	5	8	225000
	153270	3	8	488000
	153150	6	11	439000
	153271	3	6	1554000
	153151	1	5	243000
	153272	1	3	839000
	153152	2	4	167000
	153273	5	8	264000
	153175	3	12	331000
	153176	5	12	359000
	153297	1	2	110000
	153177	0	2	27000
	153298	6	12	393000
	153299	3	4	77000
	153179	9	12	278000
	153180	3	4	61000
	153181	4	6	266000
	153182	7	12	313000
	153184	6	8	242000
	153185	1	4	277000
	153164	4	6	657000
	153285	6	7	207000
	153165	5	8	407000
	153286	1	1	51000
	153166	5	8	163000
	153167	4	4	53000
	153288	8	8	591000
	153168	11	12	611000
	153289	2	4	1054000
	153169	7	12	798000
	153170	7	12	444000
	153171	8	12	394000
	153292	1	8	299000
	153172	4	4	152000
	153293	4	8	390000
	153173	5	9	979000
	153294	5	7	264000
	153230	6	8	380000
	153351	0	3	23000
	153110	4	4	77000
	153231	0	2	21000
	153111	6	12	631000
	153353	2	12	2432000
	153233	7	8	396000
	153113	6	6	176000
	153234	5	8	1146000
	153235	3	12	264000
	153115	2	7	430000
	153236	2	4	77000
	153357	6	12	936000
	153116	11	12	315000
	153117	8	12	454000
	153239	7	8	1415000
	153119	5	6	446000
	153360	6	8	862000
	153240	2	6	310000
	153340	4	8	9908000
	153220	5	7	187000
	153100	4	4	228000
	153221	5	12	704000
	153342	2	5	1462000
	153101	6	8	426000
	153222	5	8	174000
	153343	2	8	656000
	153102	7	8	414000
	153223	4	6	237000
	153103	6	8	530000
	153345	2	2	44000
	153104	0	4	420000
	153225	7	8	812000
	153346	8	12	494000
	153105	2	4	372000
	153226	3	5	506000
	153347	3	7	588000
	153227	4	8	376000
	153348	4	8	440000
	153107	9	12	334000
	153228	4	6	279000
	153108	2	5	234000
	153229	5	8	324000
	153109	7	8	525000
	153131	6	8	273000
	153132	6	8	268000
	153133	3	3	131000
	153254	2	8	374000
	153134	4	8	270000
	153255	2	2	157000
	153135	7	12	542000
	153136	3	8	276000
	153137	3	7	156000
	153258	6	12	900000
	153138	2	4	51000
	153259	1	3	73000
	153139	6	12	455000
	153260	10	12	273000
	153140	5	8	415000
	153261	2	4	109000
	153141	4	6	484000
	153241	10	12	844000
	153242	4	8	1470000
	153363	5	8	409000
	153243	3	5	241000
	153123	6	8	285000
	153244	5	12	444000
	153124	5	7	195000
	153367	2	4	103000
	153126	3	4	216000
	153247	2	6	482000
	153248	7	12	515000
	153369	2	5	195000
	153128	9	11	284000
	153249	8	8	712000
	153129	3	8	256000
	153370	6	8	488000
	153250	7	8	304000
	153371	4	4	201000
	153251	5	8	528000
complement_theorem
	153310	30	34	1093000
	153311	35	38	437000
	153312	54	60	2653000
	153313	49	60	905000
	153314	7	10	568000
	153315	41	46	414000
	153317	49	56	530000
	153318	50	56	1090000
	153300	25	30	952000
	153301	51	59	764000
	153302	25	34	1093000
	153303	47	60	1270000
	153304	40	48	1076000
	153305	53	59	893000
	153306	41	44	604000
	153307	53	60	1035000
	153308	23	28	250000
	153309	28	36	1293000
	153330	45	56	1896000
	153210	55	60	705000
	153211	45	48	451000
	153332	55	60	665000
	153212	50	54	557000
	153333	23	26	488000
	153214	53	60	866000
	153336	20	22	312000
	153216	29	34	307000
	153337	46	52	1553000
	153217	29	31	578000
	153338	22	26	424000
	153218	53	60	1176000
	153339	34	38	925000
	153219	50	60	804000
	153321	22	29	542000
	153201	53	54	603000
	153202	50	56	568000
	153323	27	58	856000
	153203	50	54	605000
	153204	32	42	395000
	153325	18	27	589000
	153205	30	36	423000
	153327	11	18	703000
	153207	32	36	444000
	153328	53	60	1126000
	153208	27	34	852000
	153329	57	60	860000
	153209	53	56	494000
	153197	23	32	753000
	153199	21	30	821000
	153188	26	28	493000
	153189	45	50	455000
	153190	41	46	385000
	153191	29	31	1267000
	153192	49	56	531000
	153193	50	54	854000
	153194	54	60	879000
	153195	28	38	628000
	153196	43	44	875000
	153153	56	65	781000
	153154	56	59	753000
	153275	56	60	515000
	153277	22	41	683000
	153157	51	60	613000
	153278	25	28	925000
	153279	53	56	800000
	153159	41	46	749000
	153280	44	58	937000
	153160	56	60	857000
	153281	49	54	609000
	153161	31	32	412000
	153282	23	34	1620000
	153162	49	54	906000
	153163	56	60	978000
	153284	32	34	436000
	153142	23	29	787000
	153263	53	56	2467000
	153143	49	57	752000
	153264	25	27	546000
	153144	30	32	542000
	153265	50	60	635000
	153145	46	52	710000
	153266	48	57	1005000
	153267	28	32	624000
	153147	54	56	528000
	153268	52	54	1019000
	153148	41	44	439000
	153269	34	45	1044000
	153149	55	60	697000
	153270	41	50	848000
	153150	49	56	691000
	153271	29	33	2155000
	153151	25	39	950000
	153272	46	54	920000
	153152	45	48	417000
	153273	18	24	339000
	153175	49	60	468000
	153296	5	8	151000
	153176	52	60	569000
	153297	34	39	498000
	153177	29	44	534000
	153298	58	60	586000
	153299	29	34	407000
	153179	52	60	613000
	153180	22	24	325000
	153181	40	45	562000
	153182	53	60	417000
	153184	59	60	615000
	153185	47	56	952000
	153164	25	31	1252000
	153285	53	55	814000
	153165	53	60	881000
	153286	27	31	656000
	153166	31	37	343000
	153167	31	36	531000
	153288	56	60	818000
	153168	57	60	630000
	153289	32	36	748000
	153169	49	58	744000
	153170	54	60	925000
	153171	47	58	904000
	153292	44	56	636000
	153172	56	58	552000
	153293	53	59	723000
	153173	47	53	1773000
	153294	51	56	867000
	153230	56	59	737000
	153351	21	46	708000
	153110	35	36	376000
	153231	12	18	140000
	153111	36	42	355000
	153353	43	54	1521000
	153112	43	48	447000
	153233	54	56	960000
	153113	28	31	606000
	153234	46	54	1440000
	153235	52	60	844000
	153115	39	48	1801000
	153236	32	40	1100000
	153357	48	60	1730000
	153116	58	60	499000
	153117	42	44	519000
	153239	49	54	955000
	153119	44	53	1056000
	153360	53	58	785000
	153240	24	28	548000
	153340	30	38	2008000
	153220	43	53	869000
	153100	35	37	488000
	153221	55	60	907000
	153342	39	52	740000
	153101	57	60	762000
	153222	55	60	471000
	153343	41	48	821000
	153102	58	60	700000
	153223	39	43	588000
	153103	48	60	1832000
	153345	29	36	819000
	153104	39	40	447000
	153225	37	40	756000
	153346	52	60	1261000
	153105	53	54	479000
	153226	33	36	526000
	153347	19	24	518000
	153227	44	56	759000
	153348	41	48	643000
	153107	32	36	411000
	153228	55	62	783000
	153349	36	40	792000
	153108	43	52	595000
	153229	29	38	733000
	153109	58	59	1110000
	153131	56	60	922000
	153132	57	60	1325000
	153133	30	33	394000
	153254	34	38	598000
	153134	50	54	579000
	153255	36	36	646000
	153135	47	54	894000
	153136	42	44	508000
	153257	32	36	756000
	153137	20	30	1668000
	153258	48	60	2449000
	153138	32	40	480000
	153259	21	27	389000
	153139	39	42	452000
	153260	57	60	493000
	153140	48	58	1184000
	153261	46	56	728000
	153141	43	46	771000
	153120	18	38	434000
	153241	53	60	2550000
	153242	59	64	710000
	153363	33	35	491000
	153122	29	34	470000
	153243	51	57	784000
	153123	50	60	665000
	153244	46	57	664000
	153124	22	31	516000
	153245	29	38	765000
	153367	35	44	778000
	153126	18	20	170000
	153247	27	36	967000
	153248	53	60	695000
	153369	44	54	836000
	153128	44	48	837000
	153249	55	60	1110000
	153129	49	54	562000
	153370	55	58	767000
	153250	57	60	612000
	153371	31	46	1871000
	153130	30	36	918000
	153251	55	60	631000
mutually_exclusive_events
	153310	0	5	852000
	153311	2	4	162000
	153312	6	12	733000
	153313	6	12	387000
	153315	6	10	179000
	153317	2	4	89000
	153318	9	12	224000
	153300	2	4	116000
	153301	7	12	286000
	153302	2	7	1898000
	153303	8	12	369000
	153304	9	12	438000
	153305	8	11	492000
	153306	3	5	115000
	153307	7	12	283000
	153308	6	8	172000
	153309	2	4	141000
	153330	8	10	732000
	153210	9	12	200000
	153211	9	12	186000
	153332	4	12	365000
	153212	4	6	131000
	153333	5	8	212000
	153214	7	12	360000
	153336	7	8	87000
	153216	5	8	225000
	153337	4	8	1318000
	153217	4	5	117000
	153338	4	8	1074000
	153218	9	12	302000
	153339	6	9	718000
	153219	8	12	324000
	153321	2	7	247000
	153201	10	12	138000
	153202	5	12	192000
	153323	5	12	236000
	153203	10	10	155000
	153204	3	8	180000
	153325	3	6	810000
	153205	5	8	331000
	153207	2	6	184000
	153328	8	12	194000
	153208	6	8	173000
	153329	11	12	437000
	153209	8	12	297000
	153197	0	4	460000
	153188	5	7	165000
	153189	5	8	266000
	153190	4	5	47000
	153191	1	4	601000
	153192	8	12	282000
	153193	10	12	121000
	153194	9	12	263000
	153195	1	4	160000
	153196	11	12	479000
	153153	8	12	353000
	153154	8	12	402000
	153275	10	12	100000
	153277	0	4	140000
	153157	8	12	208000
	153278	5	8	224000
	153279	5	11	349000
	153159	5	8	372000
	153280	8	12	151000
	153160	8	12	419000
	153281	6	8	230000
	153161	3	4	50000
	153282	0	1	190000
	153162	9	12	217000
	153163	10	12	203000
	153284	4	4	44000
	153142	2	4	178000
	153263	10	12	296000
	153143	6	11	311000
	153264	4	4	180000
	153144	3	4	134000
	153265	8	12	144000
	153145	7	8	79000
	153266	7	11	508000
	153267	8	8	155000
	153147	8	12	225000
	153268	7	12	303000
	153148	7	8	82000
	153269	1	7	474000
	153149	11	12	128000
	153270	5	8	230000
	153150	3	9	469000
	153271	4	8	1073000
	153151	2	7	185000
	153272	10	12	211000
	153152	4	8	139000
	153273	1	4	155000
	153175	5	12	229000
	153176	6	12	200000
	153297	4	5	554000
	153177	6	12	481000
	153298	10	12	283000
	153179	8	12	180000
	153181	5	8	167000
	153182	9	12	128000
	153184	12	12	136000
	153185	9	12	264000
	153164	4	7	254000
	153285	10	11	279000
	153165	10	12	393000
	153286	7	7	198000
	153166	6	8	258000
	153167	5	8	150000
	153288	8	12	715000
	153168	9	11	234000
	153289	4	4	58000
	153169	3	12	438000
	153170	8	12	217000
	153171	5	12	536000
	153292	6	12	318000
	153172	7	12	953000
	153293	8	11	177000
	153173	5	12	1348000
	153294	5	12	336000
	153230	8	12	770000
	153351	1	10	397000
	153110	7	8	341000
	153231	0	4	49000
	153111	12	12	103000
	153353	6	12	292000
	153112	6	8	180000
	153233	12	12	139000
	153113	4	7	209000
	153234	3	9	932000
	153235	2	8	228000
	153115	3	5	83000
	153236	2	8	511000
	153357	8	12	367000
	153116	11	12	139000
	153117	9	12	321000
	153239	8	12	234000
	153119	7	10	192000
	153360	9	12	233000
	153240	2	7	397000
	153340	1	8	1571000
	153220	8	9	147000
	153100	5	6	113000
	153221	9	12	332000
	153342	4	12	497000
	153101	11	12	304000
	153222	8	12	160000
	153343	6	12	706000
	153102	6	8	197000
	153223	5	7	293000
	153103	8	12	200000
	153345	5	8	267000
	153104	8	8	88000
	153225	5	12	452000
	153346	12	12	466000
	153105	9	12	97000
	153226	6	8	192000
	153347	4	5	185000
	153227	7	12	156000
	153348	9	12	431000
	153107	12	12	106000
	153349	3	8	220000
	153108	0	4	137000
	153229	9	12	183000
	153109	11	12	361000
	153131	10	12	324000
	153132	9	12	267000
	153133	4	6	297000
	153254	7	8	84000
	153134	10	12	256000
	153255	7	8	329000
	153135	7	12	457000
	153136	7	12	265000
	153257	6	8	1426000
	153137	2	6	552000
	153258	3	11	6286000
	153138	1	4	302000
	153259	0	3	138000
	153139	11	12	278000
	153260	12	12	89000
	153140	6	11	937000
	153261	5	12	264000
	153141	9	10	224000
	153120	0	8	101000
	153241	10	12	222000
	153242	7	12	320000
	153363	6	8	393000
	153122	2	4	74000
	153243	5	10	439000
	153123	5	11	398000
	153244	4	10	281000
	153124	1	7	212000
	153245	2	4	160000
	153367	6	8	126000
	153126	4	4	25000
	153247	3	7	376000
	153248	9	12	183000
	153369	6	11	227000
	153128	5	8	249000
	153249	8	11	315000
	153129	10	12	121000
	153370	8	12	333000
	153250	11	12	312000
	153371	2	8	330000
	153130	1	4	69000
	153251	9	12	152000
total_probability_theorem
	153310	4	4	654000
	153311	3	6	394000
	153312	3	6	1082000
	153313	2	6	452000
	153314	4	4	217000
	153315	1	3	143000
	153317	3	5	327000
	153318	3	6	389000
	153300	4	6	522000
	153301	2	6	351000
	153302	1	3	396000
	153303	3	6	1261000
	153304	6	6	397000
	153305	4	5	963000
	153306	1	2	154000
	153307	4	6	549000
	153308	2	4	252000
	153309	2	4	1124000
	153330	5	6	329000
	153210	5	6	337000
	153211	6	6	378000
	153332	2	6	777000
	153212	3	4	253000
	153333	1	2	150000
	153214	5	6	225000
	153336	1	2	150000
	153216	2	4	745000
	153337	2	3	686000
	153217	3	5	200000
	153338	1	6	620000
	153218	5	6	280000
	153339	3	4	414000
	153219	5	6	347000
	153321	2	5	359000
	153201	6	6	690000
	153202	1	2	134000
	153323	2	6	516000
	153203	2	2	78000
	153204	0	1	35000
	153325	2	4	342000
	153205	5	6	312000
	153327	2	4	626000
	153207	2	4	271000
	153328	5	6	510000
	153208	2	6	911000
	153329	5	6	675000
	153209	4	6	330000
	153197	3	5	1742000
	153199	2	6	664000
	153188	2	4	162000
	153189	4	6	472000
	153190	0	2	129000
	153191	1	3	155000
	153192	4	4	185000
	153193	4	6	494000
	153194	4	6	283000
	153195	1	2	154000
	153196	4	6	459000
	153153	1	6	499000
	153154	5	6	341000
	153275	5	6	244000
	153277	0	2	129000
	153157	3	6	756000
	153278	2	2	155000
	153279	4	6	434000
	153159	2	4	614000
	153280	3	6	449000
	153160	5	6	575000
	153281	3	6	617000
	153161	2	2	96000
	153282	5	5	1090000
	153162	4	6	715000
	153163	5	6	748000
	153284	1	2	127000
	153142	2	2	185000
	153263	4	6	1526000
	153143	1	4	283000
	153264	3	4	323000
	153144	4	4	330000
	153265	4	6	554000
	153145	5	6	357000
	153266	4	5	669000
	153267	3	4	469000
	153147	5	6	518000
	153268	4	6	404000
	153148	2	4	229000
	153269	1	4	814000
	153149	5	6	350000
	153270	2	4	272000
	153150	4	5	313000
	153271	1	4	2862000
	153151	1	5	1576000
	153272	4	6	717000
	153152	1	4	266000
	153273	4	6	672000
	153175	3	6	433000
	153296	1	2	132000
	153176	4	6	290000
	153297	6	6	372000
	153177	0	3	105000
	153298	3	6	521000
	153299	2	4	188000
	153179	2	6	265000
	153180	4	4	120000
	153181	1	2	151000
	153182	3	6	282000
	153184	5	6	286000
	153185	1	4	330000
	153164	3	4	593000
	153285	3	4	518000
	153165	3	6	671000
	153286	3	4	650000
	153166	3	5	284000
	153167	2	4	380000
	153288	5	6	583000
	153168	6	6	287000
	153289	0	4	596000
	153169	2	6	375000
	153170	2	6	508000
	153171	3	6	888000
	153292	0	6	491000
	153172	2	4	139000
	153293	4	6	811000
	153173	3	6	1480000
	153294	3	6	334000
	153230	4	6	288000
	153351	0	5	237000
	153110	4	4	248000
	153231	0	2	51000
	153111	3	6	526000
	153353	0	6	684000
	153112	2	2	70000
	153233	5	6	418000
	153113	3	4	320000
	153234	3	6	1721000
	153235	3	6	371000
	153115	1	3	462000
	153236	1	4	242000
	153357	4	6	629000
	153116	6	6	226000
	153117	3	6	500000
	153239	5	6	435000
	153119	2	4	573000
	153360	6	6	924000
	153240	2	3	201000
	153340	2	4	603000
	153220	2	4	321000
	153100	3	3	194000
	153221	4	6	687000
	153342	5	6	350000
	153101	5	6	196000
	153222	6	6	138000
	153343	1	6	710000
	153102	5	5	518000
	153223	2	3	374000
	153103	3	6	518000
	153345	2	4	229000
	153104	1	4	345000
	153225	5	6	626000
	153346	5	6	700000
	153105	1	4	256000
	153226	4	5	534000
	153347	3	4	234000
	153227	1	6	423000
	153348	4	6	1043000
	153107	6	6	268000
	153228	2	4	700000
	153349	1	2	210000
	153108	1	4	141000
	153229	3	6	363000
	153109	6	6	484000
	153131	2	6	423000
	153132	4	6	380000
	153133	4	5	256000
	153254	3	6	509000
	153134	5	6	330000
	153255	6	6	331000
	153135	5	6	333000
	153136	3	6	329000
	153257	1	2	251000
	153137	2	4	860000
	153258	5	6	1501000
	153138	3	4	37487000
	153259	2	3	259000
	153139	3	6	345000
	153260	5	6	260000
	153140	6	6	323000
	153261	3	4	348000
	153141	2	3	130000
	153120	0	2	81000
	153241	3	6	994000
	153242	3	6	783000
	153363	3	4	390000
	153122	2	2	85000
	153243	3	5	463000
	153123	4	6	249000
	153244	5	6	333000
	153124	2	4	392000
	153245	0	2	237000
	153367	1	4	440000
	153126	4	4	106000
	153247	3	5	314000
	153248	3	6	647000
	153369	3	4	205000
	153128	5	6	327000
	153249	5	6	352000
	153129	3	6	415000
	153370	5	6	456000
	153250	6	6	337000
	153371	3	4	856000
	153130	2	2	106000
	153251	3	6	478000
independent_events
	153310	3	6	903000
	153311	3	6	355000
	153312	0	6	741000
	153313	1	6	379000
	153314	0	2	339000
	153315	2	5	202000
	153317	1	4	176000
	153318	3	6	293000
	153300	3	4	659000
	153301	1	6	429000
	153302	0	5	22713000
	153303	2	6	1677000
	153304	2	4	831000
	153305	2	4	1303000
	153306	4	6	746000
	153307	4	6	624000
	153308	2	2	78000
	153309	1	5	930000
	153330	2	6	1163000
	153210	4	6	477000
	153211	2	4	549000
	153332	2	6	636000
	153212	4	6	237000
	153333	0	2	1494000
	153214	2	6	564000
	153336	0	2	378000
	153216	3	4	1114000
	153337	0	3	1027000
	153217	2	4	455000
	153338	0	2	1194000
	153218	5	6	280000
	153339	1	3	417000
	153219	5	6	213000
	153321	0	4	229000
	153201	4	6	263000
	153202	2	6	403000
	153323	4	10	425000
	153203	2	3	788000
	153204	2	6	325000
	153325	1	4	317000
	153205	1	4	237000
	153327	1	2	183000
	153207	0	4	546000
	153328	3	6	564000
	153208	0	3	778000
	153329	5	6	326000
	153209	4	6	382000
	153197	1	6	697000
	153199	1	4	466000
	153188	1	3	171000
	153189	3	6	316000
	153190	4	6	112000
	153191	5	7	1687000
	153192	4	6	813000
	153193	5	6	1255000
	153194	3	6	190000
	153195	1	6	606000
	153196	2	4	216000
	153153	1	6	404000
	153154	5	6	762000
	153275	5	6	480000
	153277	0	6	710000
	153157	3	6	578000
